date,time,method,puzzle,discoveredSolution,identical,providedSolution
2023-11-19,21:24:51,R&B,591300200004062031000917508063005080100480003057000000000090610048270395000050870,591348267784562931236917548463725189129486753857139426375894612648271395912653874,True,591348267784562931236917548463725189129486753857139426375894612648271395912653874
2023-11-19,21:24:51,R&B,309000050007003060081407200108900020700340910932068000004080090506704000003020607,329816754457293861681457239148975326765342918932168475274681593596734182813529647,True,329816754457293861681457239148975326765342918932168475274681593596734182813529647
2023-11-19,21:24:51,R&B,406150083703200000508003200630700500157009024982500307049680702000900030071300009,426157983793268145518493276634712598157839624982546317349681752265974831871325469,True,426157983793268145518493276634712598157839624982546317349681752265974831871325469
2023-11-19,21:24:51,R&B,100000809950018000300000076580906000003500000204700560000000081600004003830169045,146327859957618432328495176581946327763582914294731568479253681615874293832169745,True,146327859957618432328495176581946327763582914294731568479253681615874293832169745
2023-11-19,21:24:51,R&B,000000000084500970291000008809100500753942060010000000002714000370080400100035700,537896142684521973291473658829167534753942861416358297962714385375289416148635729,True,537896142684521973291473658829167534753942861416358297962714385375289416148635729
2023-11-19,21:24:51,R&B,243600950005201000706953802657009080804507029009030060501402700008016005092785004,243678951985241376716953842657129483834567129129834567561492738478316295392785614,True,243678951985241376716953842657129483834567129129834567561492738478316295392785614
2023-11-19,21:24:51,R&B,001090000009080054080576900076925301130000007495700080608250070000000006943607020,751394268369182754284576913876925341132468597495731682618253479527849136943617825,True,751394268369182754284576913876925341132468597495731682618253479527849136943617825
2023-11-19,21:24:51,R&B,030810070000067105710003084002085790807436000600792040160329000920571860573048910,235814679489267135716953284342185796897436521651792348168329457924571863573648912,True,235814679489267135716953284342185796897436521651792348168329457924571863573648912
2023-11-19,21:24:51,R&B,690538072080000600030907085040000900006029051000751800904000010008610090003000740,691538472587142639432967185145386927876429351329751864964273518758614293213895746,True,691538472587142639432967185145386927876429351329751864964273518758614293213895746
2023-11-19,21:24:51,R&B,100500007090830004800200100400010072000048351001302006204900715315007690000000023,143569287792831564856274139438615972629748351571392846264983715315427698987156423,True,143569287792831564856274139438615972629748351571392846264983715315427698987156423
2023-11-19,21:24:51,R&B,072834069045020008000075020014080000867040003200300800523408000000003080486007310,172834569945126738638975421314789652867542193259361847523418976791653284486297315,True,172834569945126738638975421314789652867542193259361847523418976791653284486297315
2023-11-19,21:24:51,R&B,907201000000000006010070250825019064749032800003508090302000501680300907500027638,957261483238495176416873259825719364749632815163548792372986541681354927594127638,True,957261483238495176416873259825719364749632815163548792372986541681354927594127638
2023-11-19,21:24:51,R&B,008052070091040006705800400570083204600000017810764035156400320024030700387095641,468952173291347586735816492579183264643529817812764935156478329924631758387295641,True,468952173291347586735816492579183264643529817812764935156478329924631758387295641
2023-11-19,21:24:51,R&B,037604250200300100009250008000700090902005031740130006090070604001060000526800903,837614259254398167619257348183726495962485731745139826398572614471963582526841973,True,837614259254398167619257348183726495962485731745139826398572614471963582526841973
2023-11-19,21:24:51,R&B,006007208310082076700061430009018500105470060800203004000030680678095300000820750,596347218314582976782961435439618527125479863867253194251734689678195342943826751,True,596347218314582976782961435439618527125479863867253194251734689678195342943826751
2023-11-19,21:24:51,R&B,000000840090207100017568903700000600040602000003000002030850271900036500001700006,256391847398247165417568923729413658145682739863975412634859271972136584581724396,True,256391847398247165417568923729413658145682739863975412634859271972136584581724396
2023-11-19,21:24:51,R&B,000000048300100720840000003003002006017060200620580304000013402100600890004857001,971236548356148729842795163583472916417369285629581374768913452135624897294857631,True,971236548356148729842795163583472916417369285629581374768913452135624897294857631
2023-11-19,21:24:51,R&B,760009001024810076001706902600905018005030607800060295200600700400357009530090800,768529431924813576351746982642975318195238647873461295219684753486357129537192864,True,768529431924813576351746982642975318195238647873461295219684753486357129537192864
2023-11-19,21:24:51,R&B,210089357090002800004700912341506200509004001600800430070325060100007589065910020,216489357793152846854763912341576298589234671627891435978325164132647589465918723,True,216489357793152846854763912341576298589234671627891435978325164132647589465918723
2023-11-19,21:24:51,R&B,580062041060901000009000600006107839720008010001000006000705000075406003648039150,587362941264971385319854672456127839723698514891543726932715468175486293648239157,True,587362941264971385319854672456127839723698514891543726932715468175486293648239157
2023-11-19,21:24:51,R&B,140000270070054319500207048000068024080400107024730000007000802802003400491806000,146389275278654319539217648713568924685492137924731586367145892852973461491826753,True,146389275278654319539217648713568924685492137924731586367145892852973461491826753
2023-11-19,21:24:51,R&B,010000608900000100706300000500743000000005400340091075003200091104000300069000050,412579638935486127786312549521743986697825413348691275853264791174958362269137854,True,412579638935486127786312549521743986697825413348691275853264791174958362269137854
2023-11-19,21:24:51,R&B,380500091697010005005080700460200003073098140800743000140000907730904000950070030,384567291697412385215389764469251873573698142821743659146835927738924516952176438,True,384567291697412385215389764469251873573698142821743659146835927738924516952176438
2023-11-19,21:24:51,R&B,090143802600590007480672593547261009368459721019837654906384215154706930030915006,795143862623598147481672593547261389368459721219837654976384215154726938832915476,True,795143862623598147481672593547261389368459721219837654976384215154726938832915476
2023-11-19,21:24:51,R&B,000050780000600010090020603100400000054260090007030001582910370000002500003000129,236159784875643912491728653168497235354261897927835461582914376619372548743586129,True,236159784875643912491728653168497235354261897927835461582914376619372548743586129
2023-11-19,21:24:51,R&B,040301000000427060270560048500094600904006852706005090001950780090013000325700906,649381275158427369273569148512894637934176852786235491461952783897613524325748916,True,649381275158427369273569148512894637934176852786235491461952783897613524325748916
2023-11-19,21:24:51,R&B,750314600830006001010000407507208000400000059000950084300000070081000003002001800,759314628834726591216895437597248316428163759163957284345689172681572943972431865,True,759314628834726591216895437597248316428163759163957284345689172681572943972431865
2023-11-19,21:24:51,R&B,000003648605700923003680015109408207000009050500070000807905000306804070250300189,721593648685741923943682715169458237472139856538276491817925364396814572254367189,True,721593648685741923943682715169458237472139856538276491817925364396814572254367189
2023-11-19,21:24:51,R&B,007310902380050006025000031073009104140830007650701328034080600500207010716493285,467318952381952746925674831873529164142836597659741328234185679598267413716493285,True,467318952381952746925674831873529164142836597659741328234185679598267413716493285
2023-11-19,21:24:51,R&B,108600003000080602060054819900045231050960000481700090000097065019000380605410900,128679453594183672367254819976845231253961748481732596842397165719526384635418927,True,128679453594183672367254819976845231253961748481732596842397165719526384635418927
2023-11-19,21:24:51,R&B,000070060200486010080032000400800030000047002600213740831054000527000000960020570,143579268259486317786132954472895136315647892698213745831754629527961483964328571,True,143579268259486317786132954472895136315647892698213745831754629527961483964328571
2023-11-19,21:24:51,R&B,370006905040300000906102004164059200800030047735248600520067010010003809083900752,371486925248395176956172384164759238892631547735248691529867413417523869683914752,True,371486925248395176956172384164759238892631547735248691529867413417523869683914752
2023-11-19,21:24:51,R&B,000534007000297500020016004000008000058409070000000600500000010900641850183700946,869534127431297568725816394697128435358469271214375689546983712972641853183752946,True,869534127431297568725816394697128435358469271214375689546983712972641853183752946
2023-11-19,21:24:51,R&B,709000040032640059080279106000320000290001308013000020076100200000804003500002091,769513842132648759485279136854326917297451368613987425376195284921864573548732691,True,769513842132648759485279136854326917297451368613987425376195284921864573548732691
2023-11-19,21:24:51,R&B,000963000301520490060001325810290574096000130072004080930048060108659740647130058,254963817381527496769481325813296574496875132572314689935748261128659743647132958,True,254963817381527496769481325813296574496875132572314689935748261128659743647132958
2023-11-19,21:24:51,R&B,050600041003045600960800300600000100007008204402000003029500036006024510000000802,258693741173245698964817325695432187317958264482176953729581436836724519541369872,True,258693741173245698964817325695432187317958264482176953729581436836724519541369872
2023-11-19,21:24:51,R&B,763541289048009050009860070476003095530096002002150730005000400027005060080627510,763541289248379651159862374476283195531796842892154736615938427327415968984627513,True,763541289248379651159862374476283195531796842892154736615938427327415968984627513
2023-11-19,21:24:51,R&B,600053904000600082098712305780304520109200706520176839000431258840000600000068007,612853974375649182498712365786394521139285746524176839967431258841527693253968417,True,612853974375649182498712365786394521139285746524176839967431258841527693253968417
2023-11-19,21:24:51,R&B,407851030000470805001032640018723400670089020930604708349208000000300269720090384,467851932293476815851932647518723496674589123932614758349268571185347269726195384,True,467851932293476815851932647518723496674589123932614758349268571185347269726195384
2023-11-19,21:24:51,R&B,000090015000100840050380207000530000000602431012009500028003004037000002400050083,284796315673125849951384267746531928895672431312849576128963754537418692469257183,True,284796315673125849951384267746531928895672431312849576128963754537418692469257183
2023-11-19,21:24:51,R&B,000000145903405700005000900092070000031502000600008500080009357700800600006007090,278936145913485762465721983592674831831592476647318529184269357729853614356147298,True,278936145913485762465721983592674831831592476647318529184269357729853614356147298
2023-11-19,21:24:51,R&B,092405000007000250010800000746000309009060802100009067901030000600080900084590001,392475186867913254415826793746258319539761842128349567951632478673184925284597631,True,392475186867913254415826793746258319539761842128349567951632478673184925284597631
2023-11-19,21:24:52,R&B,002085700000607000000100000400001007267504000001000090518700430030010506900003001,142985763895637142673142985489361257267594318351278694518726439734819526926453871,True,142985763895637142673142985489361257267594318351278694518726439734819526926453871
2023-11-19,21:24:52,R&B,802604050000001064004005003900107430508390601317046020400063708080000000000000506,892634157735821964164975283926187435548392671317546829459263718681759342273418596,True,892634157735821964164975283926187435548392671317546829459263718681759342273418596
2023-11-19,21:24:52,R&B,100305098090000000080179602624000000800607420370040800068004930030008060005006204,142365798796482315583179642624853179851697423379241856268514937437928561915736284,True,142365798796482315583179642624853179851697423379241856268514937437928561915736284
2023-11-19,21:24:52,R&B,600083570300700900000069030000001008100630400503090010840302009032040085000058000,619283574384715926257469831476521398198637452523894617845372169932146785761958243,True,619283574384715926257469831476521398198637452523894617845372169932146785761958243
2023-11-19,21:24:52,R&B,500670084407000630068000701000000209050980460679042518105869047796400852003720096,532671984417298635968534721384156279251987463679342518125869347796413852843725196,True,532671984417298635968534721384156279251987463679342518125869347796413852843725196
2023-11-19,21:24:52,R&B,000006900000020874528000360035081000000073185070064209002040008019008403700002006,147836952963125874528497361235981647496273185871564239352649718619758423784312596,True,147836952963125874528497361235981647496273185871564239352649718619758423784312596
2023-11-19,21:24:52,R&B,300504026000070413000000907196402738045060090000081004080307049032008175400090380,379514826658279413214836957196452738845763291723981564581327649932648175467195382,True,379514826658279413214836957196452738845763291723981564581327649932648175467195382
2023-11-19,21:24:52,R&B,020030108500970020800002003740605300005087602060410800004090560009800204150260000,427536198531978426896142753748625319915387642362419875284793561679851234153264987,True,427536198531978426896142753748625319915387642362419875284793561679851234153264987
2023-11-19,21:24:52,R&B,009630080081000023200580074000103809000408002000200460050900030070804290802010046,749632185581749623236581974427163859965478312318295467154926738673854291892317546,True,749632185581749623236581974427163859965478312318295467154926738673854291892317546
2023-11-19,21:24:52,R&B,005400890000037254410809030200370569501900000790000008020004900640790103050010000,375426891869137254412859637284371569531968742796542318123684975648795123957213486,True,375426891869137254412859637284371569531968742796542318123684975648795123957213486
2023-11-19,21:24:52,R&B,098100063060040000702500010400058030015000080306010000600005040927000300000206007,598127463163849725742563918479658231215374689386912574631795842927481356854236197,True,598127463163849725742563918479658231215374689386912574631795842927481356854236197
2023-11-19,21:24:52,R&B,300200070061008020008400000000700350030010290902036000003000008507009610100000900,359261874461978523278453169846792351735814296912536487693125748587349612124687935,True,359261874461978523278453169846792351735814296912536487693125748587349612124687935
2023-11-19,21:24:52,R&B,540000637620780540937456210754030900310000050002040070295600183480190002170300095,548912637621783549937456218754831926319267854862549371295674183483195762176328495,True,548912637621783549937456218754831926319267854862549371295674183483195762176328495
2023-11-19,21:24:52,R&B,136057000520030006008062930385020409070090002402685070954306000203578190000209603,136957248529834716748162935385721469671493582492685371954316827263578194817249653,True,136957248529834716748162935385721469671493582492685371954316827263578194817249653
2023-11-19,21:24:52,R&B,276450190000678000800219007942007810507800409681090302000930700009700246028100003,276453198193678524854219637942367815537821469681594372465932781319785246728146953,True,276453198193678524854219637942367815537821469681594372465932781319785246728146953
2023-11-19,21:24:52,R&B,000002534000010280200034000020000740906000300140203000708000001300009600460070803,671892534534617289289534176823961745956748312147253968798326451315489627462175893,True,671892534534617289289534176823961745956748312147253968798326451315489627462175893
2023-11-19,21:24:52,R&B,390001487017304059864907000100805760008436001040710835406073098900648370700509040,395261487217384659864957213132895764578436921649712835426173598951648372783529146,True,395261487217384659864957213132895764578436921649712835426173598951648372783529146
2023-11-19,21:24:52,R&B,030402080008060327906837041000000978004278000000093402375086000069724835002005700,731452689548169327926837541253641978694278153817593462375986214169724835482315796,True,731452689548169327926837541253641978694278153817593462375986214169724835482315796
2023-11-19,21:24:52,R&B,042500706876200300301806049027048560009000400463057920090403605000009000730005100,942531786876294351351876249127948563589362417463157928298413675615729834734685192,True,942531786876294351351876249127948563589362417463157928298413675615729834734685192
2023-11-19,21:24:52,R&B,190406300523090700060300000000140257300560000040700600009000000401008902000007036,198476325523891764764325198986143257317562849245789613679234581431658972852917436,True,198476325523891764764325198986143257317562849245789613679234581431658972852917436
2023-11-19,21:24:52,R&B,093207000007940320820301000080504013302810900950700000060003590074600001230005476,493257168617948325825361749786594213342816957951732684168473592574629831239185476,True,493257168617948325825361749786594213342816957951732684168473592574629831239185476
2023-11-19,21:24:52,R&B,720000480004030600356104070018470306640850120000619854065000700070900031183045960,721596483894237615356184279518472396649853127237619854965321748472968531183745962,True,721596483894237615356184279518472396649853127237619854965321748472968531183745962
2023-11-19,21:24:52,R&B,340680205800005401020000836680510947493860152500024008901702003000358700738100020,349681275876235491125479836682513947493867152517924368951742683264358719738196524,True,349681275876235491125479836682513947493867152517924368951742683264358719738196524
2023-11-19,21:24:52,R&B,005087000070340086048016275457128960900504728680030041700601002830470600500803407,165287394279345186348916275457128963913564728682739541794651832831472659526893417,True,165287394279345186348916275457128963913564728682739541794651832831472659526893417
2023-11-19,21:24:52,R&B,478962000025400008690035700900504000004070509157389200800100075003040602049006083,478962351325417968691835724936524817284671539157389246862193475513748692749256183,True,478962351325417968691835724936524817284671539157389246862193475513748692749256183
2023-11-19,21:24:52,R&B,900002050002905004075340200097063405050000126080000973500607390000400502320001007,934712658162985734875346219297163485453879126681254973548627391719438562326591847,True,934712658162985734875346219297163485453879126681254973548627391719438562326591847
2023-11-19,21:24:52,R&B,159080070240790001000000004300008000080070143092000005900100460507840300001007050,159384276246795831873216594314568729685972143792431685928153467567849312431627958,True,159384276246795831873216594314568729685972143792431685928153467567849312431627958
2023-11-19,21:24:52,R&B,021005030035106924060243000146000098070060540258001060580619372002504106613728450,421985637835176924967243815146357298379862541258491763584619372792534186613728459,True,421985637835176924967243815146357298379862541258491763584619372792534186613728459
2023-11-19,21:24:52,R&B,060107004010480650204659300009008000830746020046900081158300079072090006693000140,365127894917483652284659317729518463831746925546932781158364279472891536693275148,True,365127894917483652284659317729518463831746925546932781158364279472891536693275148
